Professor_Code,professor_name,Years_of_Experience,Field_of_Expertise,Past_Mentee_Performance,Behavior_Rating,Feedback_Rating,Contact_Email
P304,Wolfgang  Ziller,17,AI/ML,7.23,7.56,7.39,wolfgang..ziller@univ.edu
P305,Wolfgang  Ziller,13,Cybersecurity,7.73,8.09,6.68,wolfgang..ziller@univ.edu
P306,Clark,7,AI/ML,6.14,8.96,7.58,clark@univ.edu
P307,Clark,3,Data Science,8.35,9.73,5.81,clark@univ.edu
P308,Clark,10,Cybersecurity,5.58,10.0,7.17,clark@univ.edu
P309,Clark,14,Web Development,7.94,8.97,8.8,clark@univ.edu
P310,Clark,14,Cybersecurity,6.5,7.56,6.09,clark@univ.edu
P311,Clark,7,Cybersecurity,8.15,6.3,7.07,clark@univ.edu
P312,Clark,9,Web Development,6.5,7.24,7.19,clark@univ.edu
P313,Clark,6,Mobile Development,6.17,5.96,8.52,clark@univ.edu
P314,Clark,8,Mobile Development,7.73,7.57,7.21,clark@univ.edu
P315,Clark,15,Cybersecurity,7.53,8.44,9.36,clark@univ.edu
P316,Clark,17,Cybersecurity,6.35,8.55,8.09,clark@univ.edu
P317,Clark,5,AI/ML,7.65,8.29,8.2,clark@univ.edu
P318,Sally  Mallory,10,Mobile Development,6.84,8.31,7.12,sally..mallory@univ.edu
P319,Sally  Mallory,18,Web Development,7.18,8.46,5.12,sally..mallory@univ.edu
P320,Sally  Mallory,15,Cybersecurity,7.4,9.84,8.49,sally..mallory@univ.edu
P321,Deirdre  O\' Shea,20,Cybersecurity,5.31,6.61,6.25,deirdre..o\'.shea@univ.edu
P322,Deirdre  O\' Shea,12,AI/ML,7.0,6.97,9.58,deirdre..o\'.shea@univ.edu
P323,Deirdre  O\' Shea,19,AI/ML,5.24,10.0,8.61,deirdre..o\'.shea@univ.edu
P324,Deirdre  O\' Shea,7,AI/ML,5.74,6.99,6.57,deirdre..o\'.shea@univ.edu
P325,Deirdre  O\' Shea,11,Data Science,6.87,10.0,7.87,deirdre..o\'.shea@univ.edu
P326,Deirdre  O\' Shea,14,Web Development,8.17,9.94,6.61,deirdre..o\'.shea@univ.edu
P327,Deirdre  O\' Shea,3,Data Science,6.72,7.13,9.41,deirdre..o\'.shea@univ.edu
P328,Deirdre  O\' Shea,3,Cybersecurity,6.57,8.38,10.0,deirdre..o\'.shea@univ.edu
P329,Deirdre  O\' Shea,17,AI/ML,6.46,8.89,5.98,deirdre..o\'.shea@univ.edu
P330,Deirdre  O\' Shea,4,AI/ML,7.47,10.0,6.43,deirdre..o\'.shea@univ.edu
P331,Deirdre  O\' Shea,18,AI/ML,5.66,7.93,8.65,deirdre..o\'.shea@univ.edu
P332,Deirdre  O\' Shea,10,Mobile Development,5.31,7.87,8.2,deirdre..o\'.shea@univ.edu
P333,Deirdre  O\' Shea,15,Web Development,8.62,9.14,6.27,deirdre..o\'.shea@univ.edu
P334,Deirdre  O\' Shea,3,Data Science,7.5,6.9,7.11,deirdre..o\'.shea@univ.edu
P335,Deirdre  O\' Shea,18,Web Development,6.16,8.01,7.57,deirdre..o\'.shea@univ.edu
P336,Deirdre  O\' Shea,9,AI/ML,6.23,4.75,7.09,deirdre..o\'.shea@univ.edu
P337,Deirdre  O\' Shea,7,Cybersecurity,6.33,10.0,6.87,deirdre..o\'.shea@univ.edu
P338,Deirdre  O\' Shea,5,Mobile Development,5.43,10.0,5.69,deirdre..o\'.shea@univ.edu
P339,Deirdre  O\' Shea,14,Web Development,6.62,7.98,9.54,deirdre..o\'.shea@univ.edu
P340,Deirdre  O\' Shea,18,Cybersecurity,7.03,6.62,8.02,deirdre..o\'.shea@univ.edu
P341,Robin  Hochstrasser,7,AI/ML,8.63,6.54,9.55,robin..hochstrasser@univ.edu
P342,Robin  Hochstrasser,16,AI/ML,7.13,8.87,6.72,robin..hochstrasser@univ.edu
P343,Robin  Hochstrasser,7,AI/ML,7.89,6.64,7.22,robin..hochstrasser@univ.edu
P344,Rich  Carter,17,AI/ML,6.65,6.19,8.03,rich..carter@univ.edu
P345,Rich  Carter,19,Mobile Development,6.45,5.95,6.2,rich..carter@univ.edu
P346,Rich  Carter,16,Mobile Development,6.99,8.17,8.8,rich..carter@univ.edu
P347,Rich  Carter,7,Web Development,8.03,8.37,6.55,rich..carter@univ.edu
P348,Rich  Carter,14,AI/ML,6.28,10.0,8.05,rich..carter@univ.edu
P349,Rich  Carter,18,Mobile Development,7.27,7.02,7.51,rich..carter@univ.edu
P350,Rich  Carter,18,Cybersecurity,7.23,8.84,7.63,rich..carter@univ.edu
P351,Rich  Carter,9,Mobile Development,6.97,6.96,8.58,rich..carter@univ.edu
P352,Rich  Carter,6,Mobile Development,8.04,6.71,5.58,rich..carter@univ.edu
P353,Rich  Carter,3,Web Development,7.05,8.68,5.92,rich..carter@univ.edu
P354,Rich  Carter,7,Mobile Development,6.83,9.54,7.68,rich..carter@univ.edu
P355,Rich  Carter,12,Cybersecurity,6.94,7.75,7.73,rich..carter@univ.edu
P356,Rich  Carter,7,AI/ML,4.46,6.06,6.72,rich..carter@univ.edu
P357,Rich  Carter,6,Data Science,6.81,9.17,7.29,rich..carter@univ.edu
P358,Rich  Carter,4,Web Development,5.72,8.8,3.88,rich..carter@univ.edu
P359,Rich  Carter,12,Cybersecurity,6.75,8.94,8.42,rich..carter@univ.edu
P360,Rich  Carter,3,Web Development,6.97,10.0,8.79,rich..carter@univ.edu
P361,Rich  Carter,7,AI/ML,7.55,6.7,7.68,rich..carter@univ.edu
P362,Rich  Carter,15,Mobile Development,9.42,9.14,6.55,rich..carter@univ.edu
P363,Rich  Carter,6,Mobile Development,8.61,8.96,7.68,rich..carter@univ.edu
P364,Mara  Merlino,18,Cybersecurity,6.99,7.98,7.8,mara..merlino@univ.edu
P365,Mara  Merlino,18,AI/ML,7.67,8.12,6.32,mara..merlino@univ.edu
P366,Michael  Scarlatos,4,Data Science,6.52,8.66,9.12,michael..scarlatos@univ.edu
P367,Michael  Scarlatos,19,Data Science,7.23,8.94,9.62,michael..scarlatos@univ.edu
P368,Michael  Scarlatos,14,Mobile Development,7.26,6.82,8.25,michael..scarlatos@univ.edu
P369,Michael  Scarlatos,20,AI/ML,5.82,9.45,5.61,michael..scarlatos@univ.edu
P370,Michael  Scarlatos,5,AI/ML,6.45,8.84,7.54,michael..scarlatos@univ.edu
P371,Michael  Scarlatos,3,Cybersecurity,4.96,7.1,7.71,michael..scarlatos@univ.edu
P372,Michael  Scarlatos,3,Data Science,6.79,8.64,9.92,michael..scarlatos@univ.edu
P373,Michael  Scarlatos,13,Cybersecurity,6.96,8.73,7.72,michael..scarlatos@univ.edu
P374,Michael  Scarlatos,7,Web Development,6.91,8.68,5.52,michael..scarlatos@univ.edu
P375,Michael  Scarlatos,14,AI/ML,5.8,7.97,6.86,michael..scarlatos@univ.edu
P376,Michael  Scarlatos,5,Data Science,6.9,6.61,7.27,michael..scarlatos@univ.edu
P377,Michael  Scarlatos,3,Cybersecurity,7.19,6.76,8.1,michael..scarlatos@univ.edu
P378,Michael  Scarlatos,3,Mobile Development,7.55,10.0,7.46,michael..scarlatos@univ.edu
P379,Michael  Scarlatos,10,Web Development,7.32,8.11,7.05,michael..scarlatos@univ.edu
P380,Michael  Scarlatos,12,Cybersecurity,6.62,9.49,5.6,michael..scarlatos@univ.edu
P381,Michael  Scarlatos,13,Mobile Development,6.83,8.13,6.66,michael..scarlatos@univ.edu
P382,Michael  Scarlatos,14,Data Science,7.31,6.43,7.12,michael..scarlatos@univ.edu
P383,Michael  Scarlatos,15,Data Science,6.49,8.85,7.28,michael..scarlatos@univ.edu
P384,Michael  Scarlatos,14,Web Development,5.98,8.15,9.44,michael..scarlatos@univ.edu
P385,Michael  Scarlatos,16,Mobile Development,6.55,9.38,8.3,michael..scarlatos@univ.edu
P386,Tina  Keeble,4,AI/ML,7.46,7.73,6.42,tina..keeble@univ.edu
P387,Tina  Keeble,20,Data Science,7.87,7.24,8.2,tina..keeble@univ.edu
P388,Tina  Keeble,5,AI/ML,8.12,5.12,5.98,tina..keeble@univ.edu
P389,Tina  Keeble,19,AI/ML,5.98,9.11,6.13,tina..keeble@univ.edu
P390,Tina  Keeble,10,Cybersecurity,9.31,8.51,6.67,tina..keeble@univ.edu
P391,Tina  Keeble,12,Cybersecurity,6.15,7.16,7.4,tina..keeble@univ.edu
P392,Tina  Keeble,4,Data Science,6.73,8.67,8.37,tina..keeble@univ.edu
P393,Tina  Keeble,11,AI/ML,8.43,6.49,8.05,tina..keeble@univ.edu
P394,Tina  Keeble,9,Cybersecurity,5.0,10.0,8.23,tina..keeble@univ.edu
P395,Tina  Keeble,6,Mobile Development,7.16,5.29,8.81,tina..keeble@univ.edu
P396,Tina  Keeble,20,Mobile Development,6.65,7.29,8.56,tina..keeble@univ.edu
P397,Eleanor  Branch,15,Mobile Development,5.33,7.54,6.88,eleanor..branch@univ.edu
P398,Eleanor  Branch,13,Mobile Development,5.34,7.51,6.69,eleanor..branch@univ.edu
P399,Eleanor  Branch,6,AI/ML,8.35,7.87,8.31,eleanor..branch@univ.edu
P400,Eleanor  Branch,6,Mobile Development,7.62,7.96,8.85,eleanor..branch@univ.edu
P401,Eleanor  Branch,12,AI/ML,8.14,8.23,8.2,eleanor..branch@univ.edu
P402,Eleanor  Branch,7,Data Science,5.75,7.53,8.67,eleanor..branch@univ.edu
P403,Eleanor  Branch,11,Data Science,7.35,6.81,7.98,eleanor..branch@univ.edu
P404,Eleanor  Branch,5,Mobile Development,9.71,8.38,9.16,eleanor..branch@univ.edu
P405,Eleanor  Branch,19,Mobile Development,6.72,10.0,6.84,eleanor..branch@univ.edu
P406,Eleanor  Branch,5,Mobile Development,7.06,6.13,8.69,eleanor..branch@univ.edu
P407,Eleanor  Branch,18,Data Science,7.01,7.35,7.39,eleanor..branch@univ.edu
P408,Eleanor  Branch,6,Cybersecurity,6.87,8.83,6.07,eleanor..branch@univ.edu
P409,Eleanor  Branch,20,Data Science,6.06,10.0,7.16,eleanor..branch@univ.edu
P410,Eleanor  Branch,19,Mobile Development,7.05,10.0,8.23,eleanor..branch@univ.edu
P411,Virgina  Rivers,9,Cybersecurity,8.95,9.76,9.13,virgina..rivers@univ.edu
P412,Virgina  Rivers,7,Cybersecurity,6.94,6.88,7.59,virgina..rivers@univ.edu
P413,Virgina  Rivers,14,Web Development,8.47,9.32,7.03,virgina..rivers@univ.edu
P414,Virgina  Rivers,19,AI/ML,10.0,8.57,8.29,virgina..rivers@univ.edu
P415,Virgina  Rivers,15,Mobile Development,6.02,6.55,5.48,virgina..rivers@univ.edu
P416,Virgina  Rivers,5,AI/ML,7.65,7.34,7.69,virgina..rivers@univ.edu
P417,Mulloy  Robertson,11,Web Development,5.6,5.27,5.3,mulloy..robertson@univ.edu
P418,Mulloy  Robertson,19,AI/ML,6.83,5.42,5.85,mulloy..robertson@univ.edu
P419,Mulloy  Robertson,19,Mobile Development,9.99,6.97,6.14,mulloy..robertson@univ.edu
P420,Mulloy  Robertson,18,Web Development,7.78,8.2,7.99,mulloy..robertson@univ.edu
P421,Mulloy  Robertson,15,AI/ML,7.37,9.55,7.03,mulloy..robertson@univ.edu
P422,Mulloy  Robertson,19,Data Science,5.58,7.51,6.33,mulloy..robertson@univ.edu
P423,Mulloy  Robertson,6,Cybersecurity,6.27,6.67,8.41,mulloy..robertson@univ.edu
P424,Mulloy  Robertson,14,Web Development,6.0,10.0,6.5,mulloy..robertson@univ.edu
P425,Mulloy  Robertson,11,Data Science,5.76,6.33,7.89,mulloy..robertson@univ.edu
P426,Mulloy  Robertson,14,Mobile Development,7.99,6.56,7.62,mulloy..robertson@univ.edu
P427,Mulloy  Robertson,11,Cybersecurity,7.83,7.33,7.07,mulloy..robertson@univ.edu
P428,Mulloy  Robertson,9,Web Development,6.8,10.0,7.41,mulloy..robertson@univ.edu
P429,Mulloy  Robertson,16,Cybersecurity,6.34,9.08,8.44,mulloy..robertson@univ.edu
P430,Mulloy  Robertson,17,Web Development,7.87,7.12,5.84,mulloy..robertson@univ.edu
P431,Mulloy  Robertson,18,Web Development,9.02,7.73,9.78,mulloy..robertson@univ.edu
P432,Mulloy  Robertson,7,AI/ML,8.19,7.85,7.04,mulloy..robertson@univ.edu
P433,Mulloy  Robertson,5,Cybersecurity,7.13,5.39,7.93,mulloy..robertson@univ.edu
P434,Mulloy  Robertson,14,Cybersecurity,8.11,8.57,5.94,mulloy..robertson@univ.edu
P435,Mulloy  Robertson,6,Data Science,8.16,8.0,10.0,mulloy..robertson@univ.edu
P436,Mulloy  Robertson,18,Mobile Development,7.18,7.7,6.08,mulloy..robertson@univ.edu
P437,Dana  Baylard,9,Data Science,7.18,8.43,7.61,dana..baylard@univ.edu
P438,Dana  Baylard,15,AI/ML,6.37,9.18,8.73,dana..baylard@univ.edu
P439,Dana  Baylard,12,Web Development,7.99,7.94,8.55,dana..baylard@univ.edu
P440,Dana  Baylard,9,AI/ML,6.8,7.77,8.54,dana..baylard@univ.edu
P441,Dana  Baylard,16,AI/ML,5.82,9.18,7.24,dana..baylard@univ.edu
P442,Dana  Baylard,7,Data Science,5.87,6.25,10.0,dana..baylard@univ.edu
P443,Dana  Baylard,5,Web Development,6.95,6.08,6.79,dana..baylard@univ.edu
P444,Dana  Baylard,13,Mobile Development,5.87,7.75,7.57,dana..baylard@univ.edu
P445,Dana  Baylard,13,AI/ML,10.0,9.13,7.07,dana..baylard@univ.edu
P446,Dana  Baylard,20,Mobile Development,7.59,7.89,6.79,dana..baylard@univ.edu
P447,Dana  Baylard,17,Web Development,6.41,9.52,8.87,dana..baylard@univ.edu
P448,Dana  Baylard,14,Web Development,7.22,7.63,8.92,dana..baylard@univ.edu
P449,Dana  Baylard,11,Data Science,7.88,10.0,7.84,dana..baylard@univ.edu
P450,Dana  Baylard,12,Cybersecurity,7.26,7.77,8.64,dana..baylard@univ.edu
P451,Dana  Baylard,14,Data Science,5.85,9.02,6.44,dana..baylard@univ.edu
P452,Dana  Baylard,19,Mobile Development,6.87,9.12,6.54,dana..baylard@univ.edu
P453,Dana  Baylard,8,Data Science,6.71,8.67,4.74,dana..baylard@univ.edu
P454,Dana  Baylard,9,Web Development,6.45,8.21,4.42,dana..baylard@univ.edu
P455,Dana  Baylard,16,AI/ML,6.01,7.7,9.35,dana..baylard@univ.edu
P456,Mima  Petrovic,15,Cybersecurity,8.05,8.66,7.47,mima..petrovic@univ.edu
P457,Mima  Petrovic,10,Web Development,7.57,9.59,8.52,mima..petrovic@univ.edu
P458,Mima  Petrovic,12,AI/ML,7.56,9.88,7.86,mima..petrovic@univ.edu
P459,Mima  Petrovic,11,Mobile Development,4.78,7.03,8.61,mima..petrovic@univ.edu
P460,Mima  Petrovic,20,Mobile Development,6.52,6.77,8.39,mima..petrovic@univ.edu
P461,Mima  Petrovic,4,Mobile Development,8.5,6.36,5.5,mima..petrovic@univ.edu
P462,Mima  Petrovic,7,Data Science,7.47,6.15,8.84,mima..petrovic@univ.edu
P463,Mima  Petrovic,7,Mobile Development,5.6,8.64,8.21,mima..petrovic@univ.edu
P464,Mima  Petrovic,8,Mobile Development,9.0,8.88,4.85,mima..petrovic@univ.edu
P465,Mima  Petrovic,10,Data Science,4.09,9.89,8.16,mima..petrovic@univ.edu
P466,Mima  Petrovic,18,AI/ML,7.15,8.08,5.42,mima..petrovic@univ.edu
P467,Mima  Petrovic,15,Web Development,9.06,7.49,9.24,mima..petrovic@univ.edu
P468,Mima  Petrovic,3,Cybersecurity,5.12,10.0,8.4,mima..petrovic@univ.edu
P469,Mima  Petrovic,19,Mobile Development,6.43,7.55,7.69,mima..petrovic@univ.edu
P470,Mima  Petrovic,9,Mobile Development,5.31,6.0,7.82,mima..petrovic@univ.edu
P471,Mima  Petrovic,15,Mobile Development,8.69,7.0,5.79,mima..petrovic@univ.edu
P472,Mima  Petrovic,6,Data Science,6.02,6.62,8.24,mima..petrovic@univ.edu
P473,Mima  Petrovic,6,Data Science,8.19,9.44,7.15,mima..petrovic@univ.edu
P474,Mima  Petrovic,8,Data Science,8.67,6.81,6.49,mima..petrovic@univ.edu
P475,Mima  Petrovic,14,Cybersecurity,5.46,10.0,6.69,mima..petrovic@univ.edu
P476,Joan  Krone,9,Web Development,5.21,8.06,5.87,joan..krone@univ.edu
P477,Joan  Krone,12,Mobile Development,7.57,8.42,9.94,joan..krone@univ.edu
P478,Joan  Krone,9,AI/ML,7.93,9.41,8.54,joan..krone@univ.edu
P479,Joan  Krone,5,Mobile Development,6.92,9.6,8.81,joan..krone@univ.edu
P480,Joan  Krone,15,Mobile Development,7.03,7.58,6.06,joan..krone@univ.edu
P481,Joan  Krone,15,Mobile Development,8.78,9.67,5.04,joan..krone@univ.edu
P482,Joan  Krone,20,Mobile Development,6.71,8.32,7.23,joan..krone@univ.edu
P483,Joan  Krone,10,Web Development,8.65,8.69,7.25,joan..krone@univ.edu
P484,Joan  Krone,11,AI/ML,6.31,5.55,7.77,joan..krone@univ.edu
P485,Joan  Krone,9,Data Science,9.88,9.02,10.0,joan..krone@univ.edu
P486,Nancy  Jones,3,AI/ML,5.94,6.52,6.44,nancy..jones@univ.edu
P487,Nancy  Jones,5,Mobile Development,8.42,10.0,5.51,nancy..jones@univ.edu
P488,Nancy  Jones,15,AI/ML,5.84,10.0,6.14,nancy..jones@univ.edu
P489,Nancy  Jones,19,Mobile Development,7.94,6.01,7.77,nancy..jones@univ.edu
P490,Nancy  Jones,3,AI/ML,6.99,10.0,9.5,nancy..jones@univ.edu
P491,Nancy  Jones,8,Cybersecurity,7.33,8.79,8.34,nancy..jones@univ.edu
P492,Nancy  Jones,8,AI/ML,7.8,7.2,5.84,nancy..jones@univ.edu
P493,Nancy  Jones,14,Data Science,7.3,5.52,9.53,nancy..jones@univ.edu
P494,Nancy  Jones,15,Data Science,7.19,3.29,6.71,nancy..jones@univ.edu
P495,Nancy  Jones,15,AI/ML,4.77,9.74,5.16,nancy..jones@univ.edu
P496,Nancy  Jones,17,AI/ML,8.65,9.85,7.64,nancy..jones@univ.edu
P497,Nancy  Jones,18,Web Development,8.83,7.14,7.21,nancy..jones@univ.edu
P498,Nancy  Jones,13,AI/ML,6.87,6.8,9.79,nancy..jones@univ.edu
P499,Nancy  Jones,7,Data Science,7.67,8.04,5.97,nancy..jones@univ.edu
P500,Nancy  Jones,6,Cybersecurity,8.64,7.88,9.44,nancy..jones@univ.edu
P501,Nancy  Jones,5,Data Science,7.72,9.46,6.58,nancy..jones@univ.edu
P502,Nancy  Jones,20,Web Development,6.36,7.99,6.71,nancy..jones@univ.edu
P503,Nancy  Jones,17,AI/ML,5.56,9.47,6.74,nancy..jones@univ.edu
P504,Nancy  Jones,11,Cybersecurity,7.76,6.98,9.2,nancy..jones@univ.edu
P505,Nancy  Jones,19,Data Science,7.17,8.31,5.75,nancy..jones@univ.edu
P506,Jim  Pletcher,16,Cybersecurity,6.99,9.03,6.55,jim..pletcher@univ.edu
P507,Jim  Pletcher,17,Mobile Development,6.09,7.51,7.57,jim..pletcher@univ.edu
P508,Jim  Pletcher,3,Data Science,6.59,7.87,7.89,jim..pletcher@univ.edu
P509,Jim  Pletcher,5,Mobile Development,7.4,10.0,8.39,jim..pletcher@univ.edu
P510,Jim  Pletcher,18,Cybersecurity,6.65,10.0,7.02,jim..pletcher@univ.edu
P511,Jim  Pletcher,13,AI/ML,7.04,6.23,8.65,jim..pletcher@univ.edu
P512,Jim  Pletcher,14,AI/ML,6.96,8.45,4.57,jim..pletcher@univ.edu
P513,Jim  Pletcher,12,AI/ML,7.79,5.06,7.91,jim..pletcher@univ.edu
P514,Jim  Pletcher,18,Mobile Development,5.28,8.69,8.12,jim..pletcher@univ.edu
P515,Jim  Pletcher,10,AI/ML,6.57,6.72,6.47,jim..pletcher@univ.edu
P516,Jim  Pletcher,8,Web Development,5.68,7.7,8.27,jim..pletcher@univ.edu
P517,Jim  Pletcher,14,Data Science,7.19,8.87,6.45,jim..pletcher@univ.edu
P518,Jim  Pletcher,10,Data Science,6.03,8.41,7.35,jim..pletcher@univ.edu
P519,Jim  Pletcher,6,Cybersecurity,8.13,6.78,5.88,jim..pletcher@univ.edu
P520,Jim  Pletcher,10,Mobile Development,6.51,6.0,8.01,jim..pletcher@univ.edu
P521,Jim  Pletcher,20,Data Science,6.31,8.63,8.59,jim..pletcher@univ.edu
P522,Jim  Pletcher,7,Mobile Development,6.0,6.93,6.81,jim..pletcher@univ.edu
P523,Jim  Pletcher,11,Cybersecurity,7.3,7.62,7.49,jim..pletcher@univ.edu
P524,Anita  Hampton,6,AI/ML,5.48,6.16,7.55,anita..hampton@univ.edu
P525,Anita  Hampton,19,Cybersecurity,6.89,4.56,7.04,anita..hampton@univ.edu
P526,Anita  Hampton,11,Web Development,6.86,8.93,7.86,anita..hampton@univ.edu
P527,Anita  Hampton,3,AI/ML,6.37,7.31,10.0,anita..hampton@univ.edu
P528,Anita  Hampton,15,AI/ML,7.26,6.84,9.22,anita..hampton@univ.edu
P529,Anita  Hampton,18,AI/ML,6.44,10.0,7.15,anita..hampton@univ.edu
P530,Anita  Hampton,15,Cybersecurity,7.34,9.22,8.03,anita..hampton@univ.edu
P531,Anita  Hampton,16,Web Development,6.35,8.59,7.28,anita..hampton@univ.edu
P532,Anita  Hampton,5,Mobile Development,6.11,8.15,6.85,anita..hampton@univ.edu
P533,Anita  Hampton,8,Cybersecurity,7.31,6.0,9.08,anita..hampton@univ.edu
P534,Anita  Hampton,20,Data Science,7.97,8.83,7.48,anita..hampton@univ.edu
P535,Anita  Hampton,7,Data Science,10.0,9.89,7.51,anita..hampton@univ.edu
P536,Panos  Alexakos,17,Cybersecurity,6.59,7.95,10.0,panos..alexakos@univ.edu
P537,Panos  Alexakos,4,Mobile Development,7.93,9.76,8.27,panos..alexakos@univ.edu
P538,Panos  Alexakos,12,Data Science,6.47,6.71,6.93,panos..alexakos@univ.edu
P539,Panos  Alexakos,20,Mobile Development,7.91,5.76,8.01,panos..alexakos@univ.edu
P540,Panos  Alexakos,15,AI/ML,8.56,7.08,7.4,panos..alexakos@univ.edu
P541,Panos  Alexakos,7,Cybersecurity,7.15,8.34,8.23,panos..alexakos@univ.edu
P542,Panos  Alexakos,3,AI/ML,7.85,8.01,5.91,panos..alexakos@univ.edu
P543,Panos  Alexakos,3,Data Science,7.53,7.57,6.82,panos..alexakos@univ.edu
P544,Panos  Alexakos,20,Mobile Development,7.01,8.8,8.15,panos..alexakos@univ.edu
P545,Panos  Alexakos,17,AI/ML,6.49,7.84,7.85,panos..alexakos@univ.edu
P546,Panos  Alexakos,19,Data Science,6.58,5.89,7.77,panos..alexakos@univ.edu
P547,Panos  Alexakos,13,Web Development,5.41,8.75,8.36,panos..alexakos@univ.edu
P548,Panos  Alexakos,19,AI/ML,8.25,7.02,7.86,panos..alexakos@univ.edu
P549,Panos  Alexakos,15,Web Development,9.25,8.22,5.7,panos..alexakos@univ.edu
P550,Panos  Alexakos,3,Web Development,5.31,7.44,5.53,panos..alexakos@univ.edu
P551,Panos  Alexakos,4,Data Science,8.25,5.88,9.2,panos..alexakos@univ.edu
P552,Panos  Alexakos,11,Cybersecurity,6.95,8.52,9.4,panos..alexakos@univ.edu
P553,Panos  Alexakos,5,Mobile Development,6.23,7.01,10.0,panos..alexakos@univ.edu
P554,Panos  Alexakos,3,Data Science,7.17,6.6,7.03,panos..alexakos@univ.edu
P555,Panos  Alexakos,18,AI/ML,6.04,7.34,6.25,panos..alexakos@univ.edu
P556,Jeffrey  Kent,8,Mobile Development,7.28,8.57,6.75,jeffrey..kent@univ.edu
P557,Jeffrey  Kent,19,Cybersecurity,6.65,8.03,6.29,jeffrey..kent@univ.edu
P558,Jeffrey  Kent,7,Data Science,6.59,6.42,6.51,jeffrey..kent@univ.edu
P559,Jeffrey  Kent,7,Cybersecurity,8.41,7.46,9.33,jeffrey..kent@univ.edu
P560,Jeffrey  Kent,8,AI/ML,4.9,8.71,7.0,jeffrey..kent@univ.edu
P561,Jeffrey  Kent,5,Data Science,6.32,7.97,6.14,jeffrey..kent@univ.edu
P562,Jeffrey  Kent,7,AI/ML,4.62,6.53,5.85,jeffrey..kent@univ.edu
P563,Jeffrey  Kent,7,Mobile Development,7.16,9.1,8.14,jeffrey..kent@univ.edu
P564,Jeffrey  Kent,12,Mobile Development,6.41,10.0,7.81,jeffrey..kent@univ.edu
P565,Jeffrey  Kent,12,Cybersecurity,6.13,7.23,8.56,jeffrey..kent@univ.edu
P566,Jeffrey  Kent,19,Cybersecurity,7.34,7.86,6.42,jeffrey..kent@univ.edu
P567,Jeffrey  Kent,16,Mobile Development,7.73,8.74,7.98,jeffrey..kent@univ.edu
P568,Jeffrey  Kent,11,Web Development,8.42,7.65,10.0,jeffrey..kent@univ.edu
P569,Jeffrey  Kent,16,Mobile Development,10.0,8.82,7.44,jeffrey..kent@univ.edu
P570,Jeffrey  Kent,3,Data Science,6.32,6.01,7.28,jeffrey..kent@univ.edu
P571,Jeffrey  Kent,15,AI/ML,6.19,7.96,7.0,jeffrey..kent@univ.edu
P572,Jeffrey  Kent,15,Mobile Development,7.01,9.36,7.09,jeffrey..kent@univ.edu
P573,Jeffrey  Kent,6,Mobile Development,7.1,6.32,8.56,jeffrey..kent@univ.edu
P574,Jeffrey  Kent,3,AI/ML,9.08,7.75,5.95,jeffrey..kent@univ.edu
P575,Jeffrey  Kent,19,AI/ML,7.63,6.06,4.67,jeffrey..kent@univ.edu
P576,Bill  Sanders,10,Data Science,5.87,7.89,9.23,bill..sanders@univ.edu
P577,Bill  Sanders,4,AI/ML,5.8,9.22,7.98,bill..sanders@univ.edu
P578,Bill  Sanders,10,Cybersecurity,7.82,7.52,6.89,bill..sanders@univ.edu
P579,Bill  Sanders,9,Mobile Development,6.75,9.16,10.0,bill..sanders@univ.edu
P580,Bill  Sanders,4,AI/ML,8.7,9.54,7.16,bill..sanders@univ.edu
P581,Bill  Sanders,5,Data Science,7.62,5.35,4.9,bill..sanders@univ.edu
P582,Bill  Sanders,20,AI/ML,5.75,6.9,7.81,bill..sanders@univ.edu
P583,Bill  Sanders,14,Mobile Development,5.59,6.02,8.03,bill..sanders@univ.edu
P584,Bill  Sanders,3,Web Development,7.41,8.15,8.05,bill..sanders@univ.edu
P585,Bill  Sanders,14,AI/ML,6.59,9.58,6.8,bill..sanders@univ.edu
P586,Bill  Sanders,7,Cybersecurity,8.37,8.45,5.98,bill..sanders@univ.edu
P587,Bill  Sanders,19,Mobile Development,7.41,8.6,7.42,bill..sanders@univ.edu
P588,Bill  Sanders,18,Data Science,7.38,7.4,9.58,bill..sanders@univ.edu
P589,Bill  Sanders,17,Mobile Development,5.52,8.98,7.46,bill..sanders@univ.edu
P590,Bill  Sanders,17,Web Development,6.43,8.29,7.07,bill..sanders@univ.edu
P591,Bill  Sanders,7,Data Science,6.94,9.85,6.66,bill..sanders@univ.edu
P592,Bill  Sanders,16,Web Development,4.75,8.26,7.13,bill..sanders@univ.edu
P593,Bill  Sanders,4,Web Development,7.75,5.79,8.33,bill..sanders@univ.edu
P594,Bill  Sanders,13,Cybersecurity,8.02,6.16,7.56,bill..sanders@univ.edu
P595,Bill  Sanders,9,AI/ML,6.36,6.32,7.7,bill..sanders@univ.edu
P596,Angelica  Vessella,8,Cybersecurity,8.52,7.15,8.74,angelica..vessella@univ.edu
P597,Angelica  Vessella,4,Cybersecurity,8.47,10.0,7.16,angelica..vessella@univ.edu
P598,Angelica  Vessella,8,Cybersecurity,7.63,9.73,7.24,angelica..vessella@univ.edu
